movie_ID,movie_title
tt14589810,O Barco do Desejo
tt0458035,Nuas No Asfalto
tt0088731,Aqueles Dois
tt0252239,Areias Escaldantes
tt0281931,Instinto Devasso
tt0248595,Urubus e Papagaios
tt0197759,Pedro Mico
tt0274349,As Aventuras de Sergio Mallandro
tt0282225,Um Filme 100% Brasileiro
tt0089896,Rei do Rio
tt0139662,Os Trapalhões no Reino da Fantasia
tt0296611,Ela E os Homens
tt0374316,O Verdadeiro Amante Sexual
tt0457858,O Desejo da Mulher Amada
tt0260231,Noite
tt0085993,Nasce Uma Mulher
tt0343705,Gata Sem Pudor
tt0090175,Tigipió - Uma Questão de Amor e Honra
tt0374636,Em Nome da Segurança Nacional
tt0303160,Tropclip
tt0252309,Carne de Sol
tt0306019,Rio de Janeiro - Terra Mágica
tt0451724,Exercícios Eróticos
tt0336620,A Igreja da Libertação
tt0253347,Nossas Vidas
tt28487124,Sinfonia do Alto Ribeira
tt0274987,Os treze Pontos
tt0159303,Brejo da Cruz
tt1388357,Paixão Gaúcha
tt13467470,Sonhos e Confusões de Dois Caboclos na Cidade
tt12919554,Decantando as Águas - O Turista Aprendiz Revisitado
tt0145337,Patriamada
tt0265353,Muda Brasil
tt0091049,Filme Demência
tt0139227,Fulaninha
tt0094248,Vera
tt0122480,Eu Sei Que Vou Te Amar
tt0145115,Nem Tudo é Verdade
tt0452794,A Hora do Medo
tt0088092,As Sete Vampiras
tt0139658,Os Trapalhões e o Rei do Futebol
tt0233456,Cidade Oculta
tt0260890,Estou com AIDS
tt0133011,O Homem da Capa Preta
tt0281723,O Cinema Falado
tt0343698,Férias de Laura
tt0332717,As Novas Aventuras da Turma da Mônica
tt0159686,Queen Live in Rio
tt0334200,Quebrando a Cara
tt13090922,Oscaralho - O Oscar do Sexo Explícito
tt0139661,Os Trapalhões no Rabo do Cometa
tt5328608,O Caldeirão da Santa Cruz do Deserto
tt0139942,"Com Licença, Eu Vou à Luta"
tt0241346,Céu Aberto
tt0145482,Sonho Sem Fim
tt13510388,Os Anos Dourados da Sacanagem
tt0274829,Sexo Frágil
tt0094598,A Cor do seu Destino
tt0274746,O Quebra-Nozes
tt0778619,Avesso do Avesso
tt0235715,Rock Estrela
tt0179099,Baixo Gávea
tt0281841,"Exu-Piá, Coração de Macunaíma"
tt0442395,O Papa Tudo
tt0274765,Rockmania
tt0260289,Por Incrível Que Pareça
tt0181591,Igreja dos Oprimidos
tt0275040,Vento Sul
tt0279355,Quero Ser Feliz
tt14395818,Trama familiar
tt0336506,"Gilberto Gil - Bahia, Suíça e Japão"
tt0343628,"Eletrônica, Radiotécnica e Televisão"
tt0333207,Uma Canção Brasileira
tt0334009,No Mundo da Carochinha Volume I - Chapeuzinho Vermelho
tt0403583,TV Moo-Ka
tt0235578,A Menina do Lado
tt0140034,Eu
tt0478718,Prisioneiras da Selva Amazônica
tt0092907,"Ele, o Boto"
tt0256878,Leila Diniz
tt0092818,A Dama do Cine Shanghai
tt0142085,Anjos do Arrabalde
tt0139886,Besame Mucho
tt0094183,Um Trem para as Estrelas
tt0240584,Horas Fatais
tt0206258,Rádio Pirata
tt0242929,Tanga (Deu no New York Times?)
tt0139660,Os Trapalhões no Auto da Compadecida
tt0140032,Eternamente Pagú
tt0261690,Feliz Ano Velho
tt0259986,Dr. Frank na Clínica das Taras
tt0139857,Anjos da Noite
tt0256640,As Bellas da Billings
tt0180184,Sonho de Valsa
tt0451720,Eu Matei o Rei da Boca
tt0259961,A Dança dos Bonecos
tt0180723,Guerra do Brasil - Toda Verdade Sobre a Guerra do Paraguai
tt0285423,Abolição
tt0322723,Imagens do Inconsciente
tt0093813,Quincas Borba
tt0275359,Fronteira das Almas
tt0138434,Os Fantasmas Trapalhões
tt0260859,O Dia do Gato
tt0143151,Brasa Adormecida
tt0160179,Demônios e Maravilhas
tt0321383,A Barca do Sol
tt0499463,Douleur d'amour
tt0274681,Mônica e a Sereia do Rio
tt0286213,Terra para Rose
tt9334830,Turma da Monica em: O Bicho Papão e Outras Histórias
tt0308845,Santa Marta - Duas Semanas no Morro
tt0996448,Krajcberg - O Poeta dos Vestígios
tt0322159,Em Busca do Espaço Cotidiano
tt0476687,Rio de Memórias
tt16612250,Chico Amor Xavier
tt13109636,Fé na Caminhada
tt0257856,Legal Paca
tt0189809,O País dos Tenentes
tt7575076,"China, o Império do Centro"
tt0293411,Memória Viva
tt0344254,Rally - Campeonato Mundial de 1987
tt14356066,O Milagre das Águas - A História de Nossa Senhora Aparecida
tt0376227,Sylvio Caldas - História da Música Popular Brasileira
tt0380186,As Apatralhadas do Fofão
tt0323423,No Reino das Mães
tt0096194,Super Xuxa Contra o Baixo Astral
tt0274459,O Diabo na Cama
tt0093447,Luzia Homem
tt0159402,Dedé Mamata
tt0279361,Rastros na Areia
tt0241455,"Fofão, a Nave sem Rumo"
tt0441966,Aberrações de Uma Prostituta
tt0235212,Banana Split
tt0261245,Romance
tt0244220,Sonhos de Menina Moça
tt0096006,Romance da Empregada
tt0139361,Os Heróis Trapalhões: Uma Aventura na Selva
tt15282310,Bafo na nuca
tt0138604,O Mentiroso
tt0423926,Calibre 12
tt0139102,O Casamento dos Trapalhões
tt0285423,Abolição
tt2478492,Um Homem Diabólico
tt0140053,Fogo e Paixão
tt0261196,Presença de Marisa
tt0456612,O Preço da Fama
tt0273682,Instrumento da Máfia
tt12182762,Johnny Love
tt0441149,Cio dos Amantes
tt0310628,Amazônia - Paraíso em Perigo
tt14329866,Santhion Nunca Morre
tt5214278,Uaka
tt0336297,As Divas Negras do Cinema Brasileiro
tt0324356,Uma Questão de Terra
tt0273820,Mistério no Colégio Brasil
tt0300314,Panorama Historico Brasileiro
tt0344133,"OP Pro 88 - Barra, Rio"
tt0324023,Sonhei com Você
tt0383310,Dina Sfat na União Soviética
tt9335652,Turma da Mônica e a Estrelinha Mágica
tt0829190,Herdeiros do Solar the Usher
tt3237396,Zico: Futebol pra Quem Começa
tt13412004,A Odisséia de Um Cadáver
tt0260406,Só Restam as Estrelas
tt0151883,O Palhaço O Que É?
tt0097689,Kuarup
tt0139160,Doida Demais
tt0093059,Faca de Dois Gumes
tt0455211,SuperOutro
tt0239016,O Grande Mentecapto
tt0139659,Os Trapalhões na Terra dos Monstros
tt0121654,A Princesa Xuxa e os Trapalhões
tt0097198,Dias Melhores Virão
tt0260382,"Solidão, Uma Linda História de Amor"
tt0100551,Atração Satânica
tt0179913,"Jorge, um Brasileiro"
tt0374103,Ôrí
tt0273739,"Lili, a Estrela do Crime"
tt0252181,A Paz É Dourada
tt0156531,Festa
tt0199346,Uma Avenida Chamada Brasil
tt0260105,Jardim de Alah
tt0261936,Que Bom Te Ver Viva
tt8886488,Ratos da Lei
tt0182410,Sermões - A História de Antônio Vieira
tt0374186,A Rádio do Chico Bento
tt0257919,Minas-Texas
tt0254531,Lua Cheia
tt0260296,"Primeiro de Abril, Brasil"
tt0313456,Paraty: Mistérios
tt0300314,Panorama Historico Brasileiro
tt0400811,Sexto Sentido - A Obra Mediúnica de Gasparetto
tt0100070,Lua de Cristal
tt0139682,Uma Escola Atrapalhada
tt0100498,Ritual of Death
tt0099568,O Quinto Macaco
tt0091899,O Escorpião Escarlate
tt0099347,"Lambada, o Filme"
tt0236133,O Círculo de Fogo
tt0443012,O Gato de Botas Extraterrestre
tt0268198,Boca de Ouro
tt0139467,Xuxa e os Trapalhões em o Mistério de Robin Hood
tt0456635,A Rota do Brilho
tt0241972,Sonho de Verão
tt0244992,Barrela: Escola de Crimes
tt0317051,ABC da Greve
tt14713932,Amor Profano
tt0271751,Real desejo
tt0212893,Corpo em Delito
tt0163853,Stelinha
tt0364962,Assim na Tela Como no Céu
tt6839582,Isto é Noel Rosa
tt0459453,Mais Que a Terra
tt0231243,Beijo 2348/72
tt0333124,"Bahia - Praias, Ilhas e Portos Seguros"
tt0321203,"Ameríndia - Memória, Remorso e Compromisso no V Centenário"
tt0241908,Rádio Auriverde
tt14330104,1930 - Tempo de Revolução
tt14395766,Deu a louca no Rodeio
tt27564932,Os Homens da Fábrica
tt0391321,Manhattan
tt0324435,A Viagem de Volta
tt0485225,Heinz Forthmann
tt0357499,Blues
tt13600164,Estranhas Criaturas
tt0101834,A Grande Arte
tt0241708,Matou a Família e Foi ao Cinema
tt0275425,O Inspetor Faustão e o Mallandro
tt27906271,Como Dança São Paulo
tt0104011,O Corpo
tt0296744,Manobra Radical
tt0264613,O Fio da Memória
tt0268667,"Sua Excelência, o Candidato"
tt0260160,A Maldição do Sanpaku
tt0107722,Não Quero Falar Sobre Isso Agora
tt0136362,Lambada
tt13429874,Coca: O Preço de uma Vida
tt0097111,"Vai Trabalhar, Vagabundo II - A Volta"
tt0260822,Conterrâneos Velhos de Guerra
tt2424198,Sonhos Brasileiros
tt0207166,Os Trapalhões e a Árvore da Juventude
tt0309116,Índia - O Caminho dos Deuses
tt0296633,O Filme da Minha Vida
tt0296829,A República dos Anjos
tt0391372,Olímpicos
tt0393051,Angola
tt1444687,Gaúcho Negro
tt0101539,Canto da Terra
tt0144231,Heimweh/Nostalgia
tt0241775,Nos Tempos da Vaselina
tt0107809,Perfume de Gardênia
tt6474042,A Serpente
tt0260253,Oswaldianas
tt0443009,Gaiola da Morte
tt15282390,O Ônibus da Suruba 2
tt0337412,O Vigilante
tt0112988,Eternidade
tt0289075,O Assalto
tt14395724,Amazônia como Metáfora
tt0144868,Deus é um Fogo
tt0134220,Women Demanding
tt0263958,Sabor a mí
tt0323728,Projeto Axé
tt0153577,Vista da Janela
tt0218150,A Dívida da Vida
tt0321487,Boca de Lixo
tt0311489,Manôushe
tt0106517,Capitalismo Selvagem
tt0261380,Vagas Para Moças de Fino Trato
tt14542498,"Engenheiros do Hawaii - Filmes de Guerra, Canções de Amor"
tt16586494,Criaturas Hediondas
tt3045160,Inferno No Gama
tt3068324,O Calor da Pele
tt0233505,O Cupido no Ar
tt9702992,"Ulysses, Cidadão"
tt0307259,Oceano Atlantis
tt2076148,A Saga do Guerreiro Alumioso
tt13527664,Paixão e Guerra no Sertão de Canudos
tt14395690,32 - A Guerra Civil
tt22056196,Lina Bo Bardi
tt0312835,Je Vous Salue Raí
tt0151940,A Pequena Vida das Pessoas Grandes
tt0312667,A Eubiose e o Futuro Imediato
tt0109312,Boca
tt0110298,Lamarca
tt0111430,Tigrero: A Film That Was Never Made
tt0111599,Veja Esta Canção
tt0296832,Rocky e Hudson
tt0110514,Mil e Uma
tt0109388,A Causa Secreta
tt0210016,O Efeito Ilha
tt13551262,O Construtor de Sonhos
tt0322876,"Josué de Castro, Cidadão do Mundo"
tt0213126,Obra do Destino
tt0190979,A Árvore de Marcação
tt29481574,Puberdade
tt0132595,Ventre Livre
tt0269224,As Feras
tt0257909,Menino Maluquinho: O Filme
tt0114651,Terra Estrangeira
tt0114212,O Quatrilho
tt0109380,"Carlota Joaquina, Princesa do Brazil"
tt0259956,Césio 137 - O Pesadelo de Goiânia
tt0221667,Todos os Corações do Mundo
tt0156983,Sábado
tt0113466,Jenipapo
tt0115435,16060
tt0130108,As Meninas
tt3027676,O Monstro Legume do Espaço
tt7244224,"O Espiritismo, de Kardec aos Dias de Hoje"
tt0279069,Era Uma Vez...
tt0113760,O Mandarim
tt0138841,Super Colosso
tt0125745,Felicidade É...
tt0191661,Yndio do Brasil
tt0241969,Sombras de Julho
tt0261026,Louco Por Cinema
tt0159821,Veu de Curytiba
tt14329918,"Gringo Não Perdoa, Mata"
tt0297104,Enredando a la gente
tt3361558,Flamengo: Um Século de Paixão
tt0296784,No País das Amazonas
tt0309857,O Menino da Mangueira
tt28495091,Arrecife de Desejo ou O Palhaço Redegolado
tt0217435,Enredando a las personas
tt0117910,Tieta do Agreste
tt0117418,Quem Matou Pixote?
tt0115929,Como Nascem os Anjos
tt0115944,Corisco & Dadá
tt0109084,Alma Corsária
tt0118674,Baile Perfumado
tt0136748,Cassiopéia
tt3311312,Eles Comem Sua Carne
tt0293470,Olhos de Vampa
tt0116457,O Guarani
tt0116819,O Sertão das Memórias
tt0235208,Bahia de Todos os Sambas
tt0243381,Leonardo Pareja
tt13517224,Homem sem terra - A volta de João Amorim
tt0115999,Um Céu de Estrelas
tt0114021,O Monge e a Filha do Carrasco
tt2494840,Babu - A Vingança Maldita
tt0217609,O Lado Certo da Vida Errada
tt11829030,Crede-Mi
tt0270188,Adágio ao Sol
tt0288464,Buena Sorte
tt0309719,Irmãos de Navio
tt28630812,"Mamazônia, A Última Floresta"
tt0249844,No Rio das Amazonas
tt0332691,Loura Incendiária
tt29481599,Puberdade II
tt1018787,Sonhos e Histórias de Fantasmas
tt0326651,Viva o Cinema
tt0119815,"O Que é Isso, Companheiro?"
tt19727878,Panic at Midnight
tt0133118,Navalha na Carne
tt0130748,Guerra de Canudos
tt0119878,Pequeno Dicionário Amoroso
tt0119306,O Homem Nu
tt0158789,Miramar
tt0118815,O Cangaceiro
tt0142771,"Policarpo Quaresma, Herói do Brasil"
tt0133091,Os Matadores
tt0136436,O Noviço Rebelde
tt0117264,A Ostra e o Vento
tt10792656,V Rally Internacional dos Sertões
tt0287782,O Velho: A História de Luiz Carlos Prestes
tt0139075,Bocage - O Triunfo do Amor
tt0137546,For All: O Trampolim da Vitória
tt0216729,Odo Ya! Vida com Aids
tt0272558,Contos de Horror
tt0119048,Ed Mort
tt0280422,O Amor Está no Ar
tt0290902,Tudo É Brasil
tt0138364,O Cineasta da Selva
tt0144085,Anahy de las Misiones
tt0190369,Doces Poderes
tt0277129,Mangueira - Amor à Primeira Vista
tt0189415,O Cego que Gritava Luz
tt0268337,A Grande Noitada
tt0322019,Dib
tt0385083,Matar el tiempo
tt9034200,Aide-Mémoire: Caminhos da Diplomacia Brasileira
tt12537220,Cazuza - Sonho de uma noite no Leblon
tt0140888,Central do Brasil
tt0120505,Bela Donna
tt20244894,Panic at Midnight 2
tt0192743,O Viajante
tt0285479,Cinderela Baiana
tt0192612,"Simão, o Fantasma Trapalhão"
tt0237456,Menino Maluquinho 2: A Aventura
tt0239770,Paixão Perdida
tt0121118,Boleiros: Era Uma Vez o Futebol...
tt0197049,O Toque do Oboé
tt0174481,Ação Entre Amigos
tt13308960,Gore Gore Gays
tt0137520,Fica Comigo
tt0166851,Traição
tt5068978,Caminho dos Sonhos
tt0173651,Caminho dos Sonhos
tt0140656,Uma Aventura do Zico
tt0136758,Como Ser Solteiro
tt0145026,Kenoma
tt0222715,Amores
tt0281616,Atlântico Negro - Na Rota dos Orixás
tt0243393,Lua de Outubro
tt0171063,Amor & Cia
tt0261238,Os três Zuretas
tt0185152,Alô?!
tt0159385,Cruz e Sousa - O Poeta do Desterro
tt0385155,Pastinha! Uma Vida Pela Capoeira
tt0285623,Iremos a Beirute
tt0150796,Guerra e Liberdade - Castro Alves em São Paulo
tt0320218,"Oropa, França e Bahia"
tt14329792,No Eixo da Morte
tt0262822,Terra do Mar
tt0137472,Drama Urbano
tt3847410,Geraldo Filme
tt2099704,Rio Fora de Horas
tt2990624,O Século Perdido
tt12515810,Alma de Mulher
tt0213057,Lendas Amazônicas
tt2747380,Patricia Gennice
tt0192713,Um Copo de Cólera
tt0166635,Hans Staden
tt0183613,Orfeu
tt0189791,Zoando na TV
tt0296108,Notícias de uma Guerra Particular
tt0231325,Castelo Rá-Tim-Bum: O Filme
tt0228964,O Trapalhão e a Luz Azul
tt0228685,Oriundi
tt0235449,Gêmeas
tt0208100,Dois Córregos: Verdades Submersas no Tempo
tt0218430,Mauá - O Imperador e o Rei
tt0273100,Babilônia 2000
tt0228778,Xuxa Requebra
tt1895604,Zombio
tt0206805,Nós Que Aqui Estamos por Vós Esperamos
tt0189582,A Hora Mágica
tt0197954,Tiradentes
tt0300460,Se a Minha Bunda Falasse
tt0254753,Santo Forte
tt0320443,Senta a Pua!
tt0300269,Ninfetas Diabólicas
tt0263742,Milagre em Juazeiro
tt0230576,No Coração dos Deuses
tt0498060,Histórias do Flamengo
tt0166342,La serva Padrona
tt0217109,O Tronco
tt0215069,Por Trás do Pano
tt0210314,São Jerônimo
tt0278300,Amor Que Fica
tt0189441,Contos de Lygia
tt0382862,A Moça e o Rapaz Valente
tt17048506,Hoje É Dia de Rock!
tt0296812,Pranto por Ignácio Sanchez Mejias
tt0225399,Cine Mambembe - O Cinema Descobre o Brasil
tt14589764,Kiss - Psycho Circus Tour (Brasil 1999)
tt15673252,Palavra de mulher
tt0200939,Outras Estórias
tt10849408,VII Rally Internacional dos Sertões
tt0250100,Vin & Viv
tt0212842,Castro Alves - Retrato Falado do Poeta
tt0322860,"Joaquim Nabuco, um Vencido da Grande Causa"
tt6794988,Pantanal: Série
tt1020777,Anatomia de uma Exposição
tt11771456,O Rei do Samba
tt0271383,O Auto da Compadecida
tt0263124,Bicho de Sete Cabeças
tt0180837,Bossa Nova
tt0207163,Tolerância
tt0244504,Eu Tu Eles
tt0264079,Tainá: Uma Aventura na Amazônia
tt0237004,Através da Janela
tt0212897,Cronicamente Inviável
tt0263156,Brava Gente Brasileira
tt0222760,Até que a Vida nos Separe
tt0277664,De Cara Limpa
tt0258413,Amélia
tt0245547,Villa-Lobos: Uma Vida de Paixão
tt0286320,Xuxa Popstar
tt0189509,Estorvo
tt0245034,Os Carvoeiros
tt2290778,A Floresta Feliz
tt0264117,Tônica Dominante
tt0264590,Eu Não Conhecia Tururu
tt0264692,A Hora Marcada
tt0368567,"Aleijadinho - Paixão, Glória e Suplício"
tt0296635,O Fim do Sem-Fim
tt9748646,Uma Outra Cidade
tt2205467,Ensaio Geral
tt0219249,Pierre Fatumbi Verger: Mensageiro Entre Dois Mundos
tt0258902,Quase Nada
tt0261971,Saudade do Futuro
tt0215715,O Dia da Caça
tt0263064,Anésia - Um Vôo no Tempo
tt0273503,O Circo das Qualidades Humanas
tt0252055,A Terceira Morte de Joaquim Bolívar
tt0256179,Mário
tt0264029,O sonho de Rose - 10 anos depois
tt0263916,O Rap do Pequeno Príncipe Contra as Almas Sebosas
tt0301607,Mater Dei
tt0293966,Um Anjo Trapalhão
tt0230830,Sunrising
tt0310561,336 PEK
tt0263263,Deus Jr.
tt1959528,Secos & Molhados
tt0384654,Vida E Obra de Ramiro Miguez
tt7235234,Caminhos de Jesus
tt23708836,50 Minutos e 23 Segundos com Júlio Bressane
tt0144940,Fé
tt10849542,8º Rally Internacional dos Sertões
tt0299646,Carrego Comigo
tt1020823,"Palavras no Ateliê, uma tarde com Eduardo Sued"
tt0265132,Coração Brasileiro
tt0189856,Olé: Um Movie Cabra da Peste
tt10017622,O Grande Sonho
tt0291003,Abril Despedaçado
tt0241663,Lavoura Arcaica
tt0279783,Domésticas: O Filme
tt0275915,Amores Possíveis
tt0298786,Caramuru: A Invenção do Brasil
tt0303408,O Invasor
tt0171928,O Xangô de Baker Street
tt0297856,Dias de Nietzsche em Turim
tt0294543,Xuxa e os Duendes
tt0291959,O Grilo Feliz
tt0281679,Brasileirinhas 2001
tt0287625,A Partilha
tt0297986,Janela da Alma
tt0278396,Maldito - O Estranho Mundo de José Mojica Marins
tt0297402,Sonhos Tropicais
tt0311599,Onde a Terra Acaba
tt0446493,Um Crime Nobre
tt0264446,Bufo & Spallanzani
tt14278294,Juazeiro - A Nova Jerusalém
tt0263748,Minha Vida em Suas Mãos
tt2756880,Entrei em Pânico ao Saber o que Vocês Fizeram na Sexta-feira 13 do Verão Passado
tt26349592,A Invenção de Brasília
tt0284345,Netto Perde Sua Alma
tt0307680,Os Xeretas
tt0277092,Latitude Zero
tt0382693,Festive Land: Carnaval in Bahia
tt0286560,Copacabana
tt0348232,Tortura Selvagem - A Grade
tt0241683,O Casamento de Louise
tt0263009,2000 Nordestes
tt0281708,O Chamado de Deus
tt0327206,Uma Vida em Segredo
tt0277414,Urbania
tt0298080,"Nem Gravata, Nem Honra"
tt0486815,Os cristais Debaixo do Trono
tt6081240,Especial: São Paulo 447 Anos
tt0262345,Condenado à Liberdade
tt0458223,Em Busca da Ilha Desconhecida
tt0330910,Soluços e Soluções
tt0387937,Cipriano
tt0286410,3 Histórias da Bahia
tt0283385,Hit Them Hard!: The Brazilian Fighter Squadron in World War II
tt8035766,Malagrida
tt0317896,Mapas Urbanos 2 - Recife dos Poetas e Compositores
tt0445692,Samba
tt14277860,Um Vento Sagrado
tt13340076,Raiva
tt0289381,Parusia
tt0310650,Antônio Dias: O País Inventado
tt0287931,Barra 68 - Sem Perder a Ternura
tt0317248,Cidade de Deus
tt0340468,Ônibus 174
tt0333074,Amarelo Manga
tt0317887,Madame Satã
tt0346681,Cama de Gato
tt0314009,Durval Discos
tt0333388,Edifício Master
tt0335054,2 Perdidos numa Noite Suja
tt0293086,Desmundo
tt0304513,Avassaladoras
tt0310188,Surf Adventures: O Filme
tt0322629,Houve uma Vez Dois Verões
tt0312043,Xuxa e os Duendes 2: No Caminho das Fadas
tt0378666,O Risco: Lúcio Costa e a Utopia Moderna
tt0311541,Moro No Brasil
tt0327201,As Três Marias
tt0327205,Uma Onda No Ar
tt0294349,Bellini e a Esfinge
tt0300153,Lost Zweig
tt0293484,A Paixão de Jacobina
tt0326369,Viva São João!
tt0870165,Lua Cambará - Nas Escadarias do Palácio
tt0291377,Nelson Gonçalves
tt0330327,Gilberto Gil - Kaya N'Gandaya
tt0315376,The Champagne Club
tt0334316,Seja o Que Deus Quiser!
tt0297245,Lara
tt0332734,Querido Estranho
tt0309536,Duas Vezes com Helena
tt0349054,35: O Assalto ao Poder
tt0334329,Separações
tt0318029,Rocha que Voa
tt0330790,O Príncipe
tt0309557,Eldorado - Lituanos no Brasil
tt2120058,Expresso para Aanhangaba
tt13780652,Olinda Cidade Cultura
tt0314444,Noites do Norte Ao Vivo
tt0430868,33
tt0386629,Me Erra!
tt0319504,Histórias do Olhar
tt5001030,Bebê Mais: Bichos
tt0339618,Samba Canção
tt10913692,10º Rally Internacional dos Sertões
tt7821900,O Vício da Liberdade
tt0325190,A Cobra Fumou
tt1885311,Metade Sexo Metade Mussarela
tt0339523,Poeta de Sete Faces
tt27185658,O Caso Matteucci
tt6791564,Julia Mann
tt13510826,A Restauração e os Extras de Deus e o Diabo na terra do sol
tt0293007,Carandiru
tt0368726,Filme de amor
tt0367859,O Homem Que Copiava
tt0367975,Lisbela e o Prisioneiro
tt0379199,O Caminho das Nuvens
tt0312773,O Homem do Ano
tt0350804,Deus é Brasileiro
tt0351459,Os Normais: O Filme
tt0380165,Acquaria
tt0367628,"Didi, o Cupido Trapalhão"
tt0383373,Garrincha: Estrela Solitária
tt0342097,Benjamim
tt0304906,Viva Sapato!
tt0391726,Xuxa Abracadabra
tt0380531,"Maria, Mãe do Filho de Deus"
tt0376835,O Prisioneiro da Grade de Ferro
tt0355809,Narradores de Javé
tt0371642,Dom
tt0395568,Harmada
tt2746818,Feto Morto
tt0424254,Língua - Vidas em Português
tt0360833,Nelson Freire
tt0413460,Viva Voz
tt0413451,O Vestido
tt0260023,A Festa de Margarette
tt0354087,Casseta & Planeta: A Taça do Mundo É Nossa
tt27830362,1920
tt0327451,Garotas do ABC
tt0379404,Noite de São João
tt0390942,A Pessoa É Para o Que Nasce
tt0371586,Vida de Menina
tt0379449,O Preço da Paz
tt0826612,Raízes do Brasil: Uma Cinebiografia de Sérgio Buarque de Hollanda
tt0357112,"Rua 6, Sem Número"
tt0399582,Rio de Jano
tt0387798,"1, 99 - Um Supermercado Que Vende Palavras"
tt0410802,As Tranças de Maria
tt0379174,"Apolônio Brasil, Campeão da Alegria"
tt2318494,O Ateliê de Luzia - Arte Rupestre no Brasil
tt0384590,Tempo de Resistência
tt1782406,Carandiru.doc
tt27367787,Subterrâneos
tt0381868,As Alegres Comadres
tt0395560,"Glauber o Filme, Labirinto do Brasil"
tt3668956,Povos do Bananal
tt0354609,Gregório de Mattos
tt0356490,Cristina Quer Casar
tt0380535,O Martelo de Vulcano
tt0377747,De Passagem
tt0356220,À Margem da Imagem
tt0196811,Olga
tt0318590,Cazuza: O Tempo Não Pára
tt0399412,Nina
tt0376873,"Sexo, Amor e Traição"
tt0383001,Tainá 2: A Aventura Continua
tt0420066,Pelé Eterno
tt0395978,Contra Todos
tt0395994,A Dona da História
tt0419684,Didi Quer Ser Criança
tt0416979,Meu Tio Matou um Cara
tt0398838,A Cartomante
tt0427221,Estamira
tt0402417,O Outro Lado da Rua
tt22071552,Easter Massacre
tt0436784,"Soy Cuba, O Mamute Siberiano"
tt0445095,Xuxa e o Tesouro da Cidade Perdida
tt0328316,Redentor
tt0422998,Procuradas
tt0418602,Turma da Mônica em Cinegibi: O Filme
tt0439459,Bem-Vindo a São Paulo
tt0456854,Bens Confiscados
tt0440712,Peões
tt0422238,Filhas do Vento
tt0421631,Araguaya - A Conspiração do Silêncio
tt0439211,Hummingbird
tt0440270,O Diabo a Quatro
tt0425139,Irmãos de Fé
tt0406383,Ódiquê?
tt0399811,Um Show de Verão
tt0395134,O Dono do Mar
tt14396004,O homem que sabia javanês
tt0424374,Quase Dois Irmãos
tt0430059,Entreatos
tt2388080,A Carne é Fraca
tt0455943,A Caminho de Bagdá
tt1429463,A Oitava Cor do Arco-íris
tt0371977,Espelho d'Água: Uma Viagem no Rio São Francisco
tt6679028,"Dom Helder Camara, O Santo Rebelde"
tt0423024,O Quinze
tt0439997,500 Almas
tt0444821,Feminices
tt0439460,Bendito Fruto
tt0466783,Esses Moços
tt0427086,Como Fazer Um Filme de Amor
tt0440175,Cabra-Cega
tt0405677,A Alma do Osso
tt17147652,12º Rally Internacional dos Sertões
tt27307441,Living O
tt12379352,O Galante Rei da Boca
tt0360793,Paulinho da Viola - Meu Tempo É Hoje
tt0456899,Cidade Baixa
tt0492967,Eu Me Lembro
tt0492950,A Concepção
tt0439547,2 Filhos de Francisco: A História de Zezé di Camargo & Luciano
tt0478525,Crime Delicado
tt0373747,Casa de Areia
tt0373760,Cinema Aspirinas® e Urubus
tt0429743,O Casamento de Romeu e Julieta
tt0810096,Tapete Vermelho
tt0496595,Xuxinha e Guto Contra os Monstros do Espaço
tt0456117,O Coronel e o Lobisomem
tt1058533,Ginga
tt0457076,A Máquina
tt1319731,Pro Dia Nascer Feliz
tt0493175,Vinicius
tt0458074,Quanto Vale Ou É Por Quilo?
tt0389377,O Signo do Caos
tt0456321,Brasileirinho - Grandes Encontros do Choro
tt0431615,Árido Movie
tt0452744,Um Lobisomem na Amazônia
tt0442751,Cafundó
tt12761760,Encontro Marcado
tt0856775,Cafuné
tt0466786,Extremo Sul
tt0457052,Mais Uma Vez Amor
tt0325444,Gaijin - Ama-me Como Sou
tt0436781,Soldado de Deus
tt0480667,Coisa de Mulher
tt0426097,O Veneno da Madrugada
tt0487567,Confronto Final
tt9383042,Turma da Mônica: CineGibi 2
tt0473561,Vinho de Rosas
tt13417174,Era Uma Vez Iracema
tt0431169,Jogo Subterrâneo
tt4345580,Inimigo Público N. 1
tt0480670,O Cárcere e a Rua
tt0442753,Cerro do Jarau
tt0473562,Vocação do Poder
tt0833620,As Vidas de Maria
tt0492992,Incuráveis
tt0478765,Coisa Mais Linda: Histórias e Casos da Bossa Nova
tt0469751,Depois Daquele Baile
tt0487711,Morro da Conceição
tt0473475,Doutores da Alegria
tt0459228,Celeste & Estrela
tt0473478,Em Trânsito
tt0486316,"Fala, Mulher!"
tt0477164,Diário de Um Novo Mundo
tt13598104,"Vagabundo, O Filme"
tt0945547,O Dia em Que o Brasil Esteve Aqui
tt0847154,Anjos do Sol
tt0841175,O Céu de Suely
tt0857355,O Ano em Que Meus Pais Saíram de Férias
tt0489458,O Cheiro do Ralo
tt0982849,Baixio das Bestas
tt0448927,Se Eu Fosse Você
tt0481129,O Maior Amor do Mundo
tt0481254,Zuzu Angel
tt0478978,Batismo de Sangue
tt1002459,Proibido Proibir
tt0492869,Antônia
tt0936504,Xuxa Gêmeas
