movie_ID,directed_by
tt0085993,Roberto Santos
tt0343705,Carlos Nascimento
tt0090175,Pedro Jorge de Castro
tt0374636,Renato Tapajós
tt0303160,Luiz Fernando Goulart
tt0252309,Dilma Lóes
tt0306019,Fernando Barbosa Lima
tt0451724,Levi Salgado
tt0336620,Silvio Da-Rin
tt0253347,Dilma Lóes
tt28487124,Ricardo Lua
tt0274987,Alonso Gonçalves
tt0159303,César Cavalcanti
tt1388357,Jorge Naymaier
tt13467470,Ubiratan Gonçalves
tt12919554,Maureen Bisilliat
tt0145337,Tizuka Yamasaki
tt0265353,Oswaldo Caldeira
tt0091049,Carlos Reichenbach
tt0139227,David Neves
tt0094248,Sergio Toledo
tt0122480,Arnaldo Jabor
tt0145115,Rogério Sganzerla
tt0452794,Francisco Cavalcanti
tt0452794,José Mojica Marins
tt0088092,Ivan Cardoso
tt0139658,Carlos Manga
tt0233456,Chico Botelho
tt0260890,David Cardoso
tt0133011,Sergio Rezende
tt0281723,Caetano Veloso
tt0343698,Djalma Lopes
tt0332717,Mauricio de Sousa
tt0159686,Mick Kleber
tt0334200,Ugo Giorgetti
tt13090922,José Miziara
tt0139661,Dedé Santana
tt5328608,Rosemberg Cariry
tt0139942,Lui Farias
tt0241346,João Batista de Andrade
tt0145482,Lauro Escorel
tt13510388,Paolo Antonione
tt0274829,Jessel Buss
tt0094598,Jorge Durán
tt0274746,Alcino Diniz
tt0778619,Antônio F. Souza Filho
tt0235715,Lael Rodrigues
tt0179099,Haroldo Marinho Barbosa
tt0281841,Paulo Veríssimo
tt0442395,Francisco Cavalcanti
tt0274765,Adnor Pitanga
tt0260289,Uberto Molo
tt0181591,Jorge Bodanzky
tt0275040,José Frazão
tt0279355,Sérgio Lerrer
tt14395818,Emiliano Ribeiro
tt0343628,Pedro de Assis
tt0333207,Jean Manzon
tt0334009,Wilson Rodrigues
tt0235578,Alberto Salvá
tt0140034,Walter Hugo Khouri
tt0478718,Conrado Sanchez
tt0092907,Walter Lima Jr.
tt0256878,Luiz Carlos Lacerda
tt0092818,Guilherme de Almeida Prado
tt0142085,Carlos Reichenbach
tt0139886,Francisco Ramalho Jr.
tt0094183,Carlos Diegues
tt0094183,Tereza Gonzalez
tt0240584,Francisco Cavalcanti
tt0240584,Clery Cunha
tt0206258,Lael Rodrigues
tt0242929,Henfil
tt0139660,Roberto Farias
tt0140032,Norma Bengell
tt0261690,Roberto Gervitz
tt0259986,José Mojica Marins
tt0139857,Wilson Barros
tt0256640,Ozualdo Ribeiro Candeias
tt0180184,Ana Carolina
tt0451720,Agenor Alves
tt0259961,Helvecio Ratton
tt0180723,Sylvio Back
tt0285423,Zózimo Bulbul
tt0322723,Leon Hirszman
tt0093813,Roberto Santos
tt0275359,Hermanno Penna
tt0138434,J.B. Tanko
tt0260859,David Cardoso
tt0143151,Djalma Limongi Batista
tt0160179,José Mojica Marins
tt0321383,Leon Hirszman
tt0499463,Matthias Kälin
tt0499463,Pierre-Alain Meier
tt0274681,Mauricio de Sousa
tt0274681,Walter Hugo Khouri
tt0286213,Tetê Moraes
tt9334830,Mauricio de Sousa
tt0308845,Eduardo Coutinho
tt0996448,Walter Salles
tt0322159,Leon Hirszman
tt0476687,José Inácio Parente
tt13109636,Conrado Berning
tt0257856,Pereira Dias
tt0189809,João Batista de Andrade
tt7575076,João Moreira Salles
tt0293411,Octávio Bezerra
tt14356066,Ronaldo Pelaquim
tt0380186,Adriano Stuart
tt0323423,Adelina Gomes
tt0096194,Anna Penido
tt0096194,David Sonnenschein
tt0274459,Michele Massimo Tarantini
tt0093447,Fábio Barreto
tt0159402,Rodolfo Brandão
tt0159402,Tereza Gonzalez
tt0279361,Hércules Breseghelo
tt0241455,Adriano Stuart
tt0441966,Francisco Cavalcanti
tt0235212,Paulo Sérgio de Almeida
tt0261245,Sergio Bianchi
tt0244220,Tereza Trautman
tt0096006,Bruno Barreto
tt0139361,José Alvarenga Jr.
tt0139361,Wilton Franco
tt15282310,Carlos Nascimento
tt0138604,Werner Schünemann
tt0423926,Tony Vieira
tt0139102,José Alvarenga Jr.
tt0285423,Zózimo Bulbul
tt2478492,Francisco Cavalcanti
tt0140053,Marcio Kogan
tt0140053,Isay Weinfeld
tt0261196,John Doo
tt0456612,Henrique Borges
tt0273682,Francisco Cavalcanti
tt12182762,João Elias Jr.
tt0441149,Custódio Gomes
tt0310628,Paulo Alceu
tt14329866,Affonso Brazza
tt5214278,Paula Gaitán
tt0324356,Manfredo Caldas
tt0273820,José Frazão
tt0300314,João Batista de Andrade
tt0300314,Francisco César Filho
tt0300314,Denoy de Oliveira
tt0300314,Mirella Martinelli
tt0344133,Ricardo Bonavita
tt0324023,Ney Santanna
tt0383310,Daniel Filho
tt9335652,Mauricio de Sousa
tt0829190,Roberto Jabor
tt3237396,Irénnée Pierre Bonnereau
tt13412004,Aron Feldman
tt0260406,Wilson Silva
tt0151883,Alceu Silveira
tt0097689,Ruy Guerra
tt0139160,Sergio Rezende
tt0093059,Murilo Salles
tt0455211,Edgard Navarro
tt0239016,Oswaldo Caldeira
tt0139659,Flávio Migliaccio
tt0121654,José Alvarenga Jr.
tt0097198,Carlos Diegues
tt0260382,Victor di Mello
tt0100551,Fauzi Mansur
tt0179913,Paulo Thiago
tt0374103,Raquel Gerber
tt0273739,Lui Farias
tt0252181,Noilton Nunes
tt0156531,Ugo Giorgetti
tt0199346,Octávio Bezerra
tt0260105,David Neves
tt0261936,Lúcia Murat
tt8886488,Silvio Autuori
tt0182410,Júlio Bressane
tt0374186,Dactoir Danialetto Júnior
tt0257919,Carlos Alberto Prates Correia
tt0254531,Alain Fresnot
tt0260296,Maria Letícia
tt0313456,Flávio Ramos Tambellini
tt0300314,João Batista de Andrade
tt0300314,Francisco César Filho
tt0300314,Denoy de Oliveira
tt0300314,Mirella Martinelli
tt0100070,Tizuka Yamasaki
tt0139682,Del Rangel
tt0100498,Fauzi Mansur
tt0099568,Éric Rochat
tt0091899,Ivan Cardoso
tt0099347,Giandomenico Curi
tt0236133,Geraldo Moraes
tt0443012,Wilson Rodrigues
tt0268198,Walter Avancini
tt0139467,José Alvarenga Jr.
tt0456635,Deni Cavalcanti
tt0241972,Paulo Sérgio de Almeida
tt0244992,Marco Antonio Cury
tt0317051,Leon Hirszman
tt14713932,Rubens da Silva Prado
tt0271751,Augusto Sevá
tt0212893,Nuno César de Abreu
tt0163853,Miguel Faria Jr.
tt0364962,Ricardo Miranda
tt6839582,Rogério Sganzerla
tt0459453,Elizeu Ewald
tt0231243,Walter Rogério
tt0333124,Sérgio Baldassarini Júnior
tt0321203,Conrado Berning
tt0241908,Sylvio Back
tt14330104,Eduardo Escorel
tt14395766,Custódio Gomes
tt27564932,Luiz Arnaldo Campos
tt0391321,Flavia Moraes
tt0324435,Emiliano Ribeiro
tt0485225,Marcos de Souza Mendes
tt0357499,João Moreira Salles
tt13600164,Aron Feldman
tt0101834,Walter Salles
tt0241708,Neville de Almeida
tt0275425,Mário Márcio Bandarra
tt27906271,Aloysio Raulino
tt0104011,José Antonio Garcia
tt0296744,Elisa Tolomelli
tt0264613,Eduardo Coutinho
tt0268667,Ricardo Pinto e Silva
tt0260160,José Joffily
tt0107722,Mauro Farias
tt0136362,Fábio Barreto
tt13429874,Rubens da Silva Prado
tt0097111,Hugo Carvana
tt0260822,Vladimir Carvalho
tt2424198,Chris Carlsson
tt2424198,Caitlin Manning
tt0207166,José Alvarenga Jr.
tt0309116,Ítala Nandi
tt0296633,Alvarina Souza e Silva
tt0296829,Carlos del Pino
tt0391372,Flavia Moraes
tt0393051,Roberto Berliner
tt1444687,Jessel Buss
tt0101539,Paulo Rufino
tt0144231,Tuio Becker
tt0144231,Sérgio Silva
tt0241775,José Miziara
tt0107809,Guilherme de Almeida Prado
tt6474042,Alberto Magno
tt0260253,Júlio Bressane
tt0260253,Ricardo Dias
tt0260253,Roberto Moreira
tt0260253,Lúcia Murat
tt0260253,Rogério Sganzerla
tt0260253,Inácio Zatz
tt0443009,Waldir Kopesky
tt15282390,Sady Baby
tt0337412,Ozualdo Ribeiro Candeias
tt0112988,Quirino Simões
tt0289075,Fernando Marés de Souza
tt14395724,Vera de Figueiredo
tt0144868,Geraldo Sarno
tt0263958,Wolney Oliveira
tt0323728,Ana Castro
tt0153577,Jaime Lerner
tt0218150,Octávio Bezerra
tt0321487,Eduardo Coutinho
tt0311489,Luiz Begazo
tt0106517,André Klotzel
tt0261380,Paulo Thiago
tt14542498,Carmela Forsin
tt14542498,Gil Lopes
tt16586494,Petter Baiestorf
tt3045160,Affonso Brazza
tt3068324,Pedro Jorge de Castro
tt0233505,Carlos Augusto de Oliveira
tt9702992,Eduardo Escorel
tt0307259,Francisco de Paula
tt2076148,Rosemberg Cariry
tt13527664,Antônio Olavo
tt14395690,Eduardo Escorel
tt22056196,Aurélio Michiles
tt0151940,Rodrigo John
tt0151940,Luciano Miranda
tt0151940,Ricardo Muccillo
tt0151940,Cristiano Zanella
tt0109312,Walter Avancini
tt0109312,Zalman King
tt0110298,Sergio Rezende
tt0111430,Mika Kaurismäki
tt0111599,Carlos Diegues
tt0296832,Otto Guerra
tt0110514,Suzana de Moraes
tt0109388,Sergio Bianchi
tt0210016,Luís Alberto Pereira
tt13551262,Maria Inês Landgraf
tt0322876,Silvio Tendler
tt0213126,Alvarina Souza e Silva
tt0190979,Jussara Queiroz
tt29481574,Aloysio Raulino
tt0132595,Ana Luiza Azevedo
tt0269224,Walter Hugo Khouri
tt0257909,Helvecio Ratton
tt0114651,Walter Salles
tt0114651,Daniela Thomas
tt0114212,Fábio Barreto
tt0109380,Carla Camurati
tt0259956,Roberto Pires
tt0221667,Murilo Salles
tt0156983,Ugo Giorgetti
tt0113466,Monique Gardenberg
tt0115435,Vinicius Mainardi
tt0130108,Emiliano Ribeiro
tt3027676,Petter Baiestorf
tt7244224,Marcelo Taranto
tt0279069,Arturo Uranga
tt0113760,Júlio Bressane
tt0138841,Luiz Ferré
tt0125745,Jorge Furtado
tt0125745,José Pedro Goulart
tt0125745,Cecílio Neto
tt0125745,José Roberto Torero
tt0191661,Sylvio Back
tt0241969,Marco Altberg
tt0261026,André Luiz Oliveira
tt0159821,Sylvio Back
tt14329918,Affonso Brazza
tt0297104,Eder Santos
tt3361558,Carlos Gomes
tt0296784,Ricardo Dias
tt0309857,Marco Altberg
tt28495091,Jomard Muniz de Britto
tt0217435,Chris Burke
tt0217435,Marcio Doneliezin
tt0217435,Anselmo Lafeta
tt0217435,Bill Seery
tt0117910,Carlos Diegues
tt0117418,José Joffily
tt0115929,Murilo Salles
tt0115944,Rosemberg Cariry
tt0109084,Carlos Reichenbach
tt0118674,Paulo Caldas
tt0118674,Lírio Ferreira
tt0136748,Clóvis Vieira
tt3311312,Petter Baiestorf
tt0293470,Walter Rogério
tt0116457,Norma Bengell
tt0116819,José Araújo
tt0235208,Leon Hirszman
tt0235208,Paulo César Saraceni
tt0243381,Regis Faria
tt13517224,Francisco Cavalcanti
tt0115999,Tata Amaral
tt0114021,Walter Lima Jr.
tt2494840,Cesar A.
tt0217609,Octávio Bezerra
tt11829030,Bia Lessa
tt11829030,Dany Roland
tt0270188,Xavier de Oliveira
tt0288464,Tania Lamarca
tt0309719,Sergio Oksman
tt28630812,Celso Luccas
tt0249844,Ricardo Dias
tt0332691,Mauro Lima
tt29481599,Aloysio Raulino
tt1018787,Arthur Omar
tt0326651,Cláudio Assis
tt0119815,Bruno Barreto
tt19727878,Sammy Myller
tt0133118,Neville de Almeida
tt0130748,Sergio Rezende
tt0119878,Sandra Werneck
tt0119306,Hugo Carvana
tt0158789,Júlio Bressane
tt0118815,Anibal Massaini Neto
tt0142771,Paulo Thiago
tt0133091,Beto Brant
tt0136436,Tizuka Yamasaki
tt0117264,Walter Lima Jr.
tt10792656,Walther Neto
tt0287782,Toni Venturi
tt0139075,Djalma Limongi Batista
tt0137546,Buza Ferraz
tt0137546,Luiz Carlos Lacerda
tt0216729,Tania Cypriano
tt0272558,Andrea Pasquini
tt0119048,Alain Fresnot
tt0280422,Amylton de Almeida
tt0290902,Rogério Sganzerla
tt0138364,Aurélio Michiles
tt0144085,Sérgio Silva
tt0190369,Lúcia Murat
tt0277129,Marco Altberg
tt0189415,João Batista de Andrade
tt0268337,Denoy de Oliveira
tt0322019,Márcia Derraik Barbosa
tt0322019,Marcia Derraik
tt0385083,Pablo Basulto
tt9034200,Jom Tob Azulay
tt12537220,Marcello Ludwig Maia
tt12537220,Sergio Sanz
tt0140888,Walter Salles
tt0120505,Fábio Barreto
tt20244894,Sammy Myller
tt0192743,Paulo César Saraceni
tt0285479,Conrado Sanchez
tt0192612,Paulo Aragão
tt0237456,Fernando Meirelles
tt0237456,Fabrizia Pinto
tt0239770,Walter Hugo Khouri
tt0121118,Ugo Giorgetti
tt0197049,Cláudio MacDowell
tt0174481,Beto Brant
tt13308960,Petter Baiestorf
tt0137520,Tizuka Yamasaki
tt0166851,José Henrique Fonseca
tt0166851,Arthur Fontes
tt0166851,Cláudio Torres
tt5068978,Lucas Amberg
tt0173651,Lucas Amberg
tt0140656,Antonio Carlos da Fontoura
tt0136758,Rosane Svartman
tt0145026,Eliane Caffé
tt0222715,Domingos de Oliveira
tt0281616,Renato Barbieri
tt0243393,Henrique de Freitas Lima
tt0171063,Helvecio Ratton
tt0261238,Cecílio Neto
tt0185152,Mara Mourão
tt0159385,Sylvio Back
tt0385155,Toninho Muricy
tt0285623,Marcos Moura
tt0150796,Nelson Pereira dos Santos
tt0320218,Glauber Filho
tt14329792,Affonso Brazza
tt0262822,Eduardo Caron
tt0262822,Mirella Martinelli
tt0137472,Odorico Mendes
tt3847410,Carlos Cortez
tt2099704,Pedro Gomes
tt2990624,Jose Luis Peixoto
tt12515810,Theresa Jessouroun
tt0213057,Moisés Magalhães
tt0213057,Ronaldo Passarinho
tt2747380,Felipe M. Guerra
tt0192713,Aluizio Abranches
tt0166635,Luís Alberto Pereira
tt0183613,Carlos Diegues
tt0189791,José Alvarenga Jr.
tt0296108,Kátia Lund
tt0296108,João Moreira Salles
tt0231325,Cao Hamburger
tt0228964,Paulo Aragão
tt0228964,Alexandre Boury
tt0228685,Ricardo Bravo
tt0235449,Andrucha Waddington
tt0208100,Carlos Reichenbach
tt0218430,Sergio Rezende
tt0273100,Eduardo Coutinho
tt0228778,Tizuka Yamasaki
tt1895604,Petter Baiestorf
tt0206805,Marcelo Masagão
tt0189582,Guilherme de Almeida Prado
tt0197954,Oswaldo Caldeira
tt0300460,Alex Ferrari
tt0254753,Eduardo Coutinho
tt0320443,Erik de Castro
tt0300269,Alex Ferrari
tt0263742,Wolney Oliveira
tt0230576,Geraldo Moraes
tt0498060,Alexandre Niemeyer
tt0166342,Carla Camurati
tt0217109,João Batista de Andrade
tt0215069,Luiz Villaça
tt0210314,Júlio Bressane
tt0278300,Marco Altberg
tt0189441,Del Rangel
tt0382862,Simião Martiniano
tt17048506,Neville de Almeida
tt0296812,Sérgio Roizemblitz
tt0225399,Laís Bodanzky
tt0225399,Luiz Bolognesi
tt15673252,Eunice Gutman
tt0200939,Pedro Bial
tt10849408,Marcos Ermirio de Moraes
tt10849408,Walther Neto
tt0212842,Silvio Tendler
tt0322860,Tarciana Portella
tt6794988,Haroldo Palo Jr.
tt6794988,Lawrence Wahba
tt1020777,Arthur Omar
tt11771456,José Sette
tt0271383,Guel Arraes
tt0263124,Laís Bodanzky
tt0180837,Bruno Barreto
tt0207163,Carlos Gerbase
tt0244504,Andrucha Waddington
tt0264079,Sérgio Bloch
tt0264079,Tania Lamarca
tt0237004,Tata Amaral
tt0212897,Sergio Bianchi
tt0263156,Lúcia Murat
tt0222760,José Zaragoza
tt0277664,Sérgio Lerrer
tt0258413,Ana Carolina
tt0245547,Zelito Viana
tt0286320,Paulo Sérgio de Almeida
tt0286320,Tizuka Yamasaki
tt0189509,Ruy Guerra
tt0245034,Nigel Noble
tt2290778,Leandro Daniel Cintra
tt2290778,Rodrigo Costa
tt0264117,Lina Chamie
tt0264590,Florinda Bolkan
tt0264692,Marcelo Taranto
tt0368567,Geraldo Santos Pereira
tt0296635,Lucas Bambozzi
tt0296635,Cao Guimarães
tt0296635,Beto Magalhães
tt9748646,Ugo Giorgetti
tt2205467,Arthur Fontes
tt0219249,Lula Buarque de Hollanda
tt0258902,Sergio Rezende
tt0261971,Cesar Paes
tt0215715,Alberto Graça
tt0263064,Ludmila Ferolla
tt0273503,Milton Alencar
tt0273503,Paulo Augusto Gomes
tt0273503,Jorge Moreno
tt0273503,Geraldo Veloso
tt0252055,Flávio Cândido
tt0256179,Hermanno Penna
tt0264029,Tetê Moraes
tt0263916,Paulo Caldas
tt0263916,Marcelo Luna
tt0301607,Vinicius Mainardi
tt0293966,Alexandre Boury
tt0293966,Marcelo Travesso
tt0310561,João Penalva
tt0263263,Mauro Lima
tt1959528,Armando Mendz
tt0384654,Alvarina Souza e Silva
tt7235234,Ronaldo Uzeda
tt23708836,Geraldo Sarno
tt0144940,Ricardo Dias
tt10849542,Marcos Ermirio de Moraes
tt10849542,Walther Neto
tt0299646,Chico Teixeira
tt1020823,Arthur Omar
tt0265132,Flavio Marinho
tt0189856,Roberto Santucci
tt10017622,Erico Alessandro
tt0291003,Walter Salles
tt0241663,Luiz Fernando Carvalho
tt0279783,Fernando Meirelles
tt0279783,Nando Olival
tt0275915,Sandra Werneck
tt0298786,Guel Arraes
tt0303408,Beto Brant
tt0171928,Miguel Faria Jr.
tt0297856,Júlio Bressane
tt0294543,Paulo Sérgio de Almeida
tt0294543,Rogério Gomes
tt0291959,Walbercy Ribas
tt0281679,Peter H.
tt0287625,Daniel Filho
tt0297986,João Jardim
tt0297986,Walter Carvalho
tt0278396,André Barcinski
tt0278396,Ivan Finotti
tt0297402,André Sturm
tt0311599,Sergio Machado
tt0446493,Walter Lima Jr.
tt0264446,Flávio Ramos Tambellini
tt14278294,Rosemberg Cariry
tt0263748,José Antonio Garcia
tt2756880,Felipe M. Guerra
tt26349592,Renato Barbieri
tt0284345,Tabajara Ruas
tt0284345,Beto Souza
tt0307680,Michael Ruman
tt0277092,Toni Venturi
tt0382693,Carolina Moraes-Liu
tt0286560,Carla Camurati
tt0348232,Affonso Brazza
tt0241683,Betse De Paula
tt0263009,Vicente Amorim
tt0263009,David França Mendes
tt0281708,José Joffily
tt0327206,Suzana Amaral
tt0277414,Flavio Frederico
tt0298080,Marcelo Masagão
tt0486815,Del Rangel
tt6081240,Luciana Coelho
tt0262345,Emiliano Ribeiro
tt0458223,Davi Khamis
tt0330910,Nereu Cerdeira
tt0330910,Edu Felistoque
tt0387937,Douglas Machado
tt0286410,José Araripe Jr.
tt0286410,Edyala Iglesias
tt0286410,Sergio Machado
tt0283385,Erik de Castro
tt8035766,Renato Barbieri
tt0317896,Daniel Augusto
tt0445692,Theresa Jessouroun
tt14277860,Walter Pinto Lima
tt13340076,Petter Baiestorf
tt0289381,João Levy
tt0310650,Leila Hipólito
tt0287931,Vladimir Carvalho
tt0317248,Fernando Meirelles
tt0317248,Kátia Lund
tt0340468,José Padilha
tt0340468,Felipe Lacerda
tt0333074,Cláudio Assis
tt0317887,Karim Aïnouz
tt0346681,Alexandre Stockler
tt0314009,Anna Muylaert
tt0333388,Eduardo Coutinho
tt0335054,José Joffily
tt0293086,Alain Fresnot
tt0304513,Mara Mourão
tt0310188,Arthur Fontes
tt0322629,Jorge Furtado
tt0312043,Paulo Sérgio de Almeida
tt0312043,Rogério Gomes
tt0378666,Geraldo Motta Filho
tt0311541,Mika Kaurismäki
tt0327201,Aluizio Abranches
tt0327205,Helvecio Ratton
tt0294349,Roberto Santucci
tt0300153,Sylvio Back
tt0293484,Fábio Barreto
tt0326369,Andrucha Waddington
tt0870165,Rosemberg Cariry
tt0291377,Elizeu Ewald
tt0330327,Lula Buarque de Hollanda
tt0315376,Joao Machado
tt0334316,Murilo Salles
tt0297245,Ana Maria Magalhães
tt0332734,Ricardo Pinto e Silva
tt0309536,Mauro Farias
tt0349054,Eduardo Escorel
tt0334329,Domingos de Oliveira
tt0318029,Eryk Rocha
tt0330790,Ugo Giorgetti
tt0309557,Fabiano Canosa
tt0309557,Julius Zis
tt2120058,Antônio F. Souza Filho
tt13780652,Marcelo de Paula
tt0314444,Carlos Manga Jr.
tt0314444,Carlos Nader
tt0430868,Kiko Goifman
tt0386629,Paola Barreto
tt0319504,Isa Albuquerque
tt5001030,Francesco Civita
tt0339618,Rafael Conde
tt10913692,Marcos Ermirio de Moraes
tt10913692,Walther Neto
tt7821900,Flávia Lins e Silva
tt7821900,Vinícius Reis
tt7821900,Eduardo Vaisman
tt0325190,Vinícius Reis
tt1885311,João Camargo
tt0339523,Paulo Thiago
tt27185658,João Batista de Andrade
tt6791564,Marcos Strecker
tt13510826,Oceano Vieira de Melo
tt0293007,Hector Babenco
tt0368726,Júlio Bressane
tt0367859,Jorge Furtado
tt0367975,Guel Arraes
tt0379199,Vicente Amorim
tt0312773,José Henrique Fonseca
tt0350804,Carlos Diegues
tt0351459,José Alvarenga Jr.
tt0380165,Flavia Moraes
tt0367628,Paulo Aragão
tt0367628,Alexandre Boury
tt0383373,Milton Alencar
tt0342097,Monique Gardenberg
tt0304906,Luiz Carlos Lacerda
tt0391726,Moacyr Góes
tt0380531,Moacyr Góes
tt0376835,Paulo Sacramento
tt0355809,Eliane Caffé
tt0371642,Moacyr Góes
tt0395568,Maurice Capovilla
tt2746818,Fernando Rick
tt0424254,Victor Lopes
tt0360833,João Moreira Salles
tt0413460,Paulo Morelli
tt0413451,Paulo Thiago
tt0260023,Renato Falcão
tt0354087,Lula Buarque de Hollanda
tt27830362,Sammy Myller
tt0327451,Carlos Reichenbach
tt0379404,Sérgio Silva
tt0390942,Roberto Berliner
tt0390942,Leonardo Domingues
tt0371586,Helena Solberg
tt0379449,Paulo Morelli
tt0826612,Nelson Pereira dos Santos
tt0357112,João Batista de Andrade
tt0399582,Anna Azevedo
tt0399582,Renata Baldi
tt0399582,Eduardo Souza Lima
tt0387798,Marcelo Masagão
tt0410802,Pedro Carlos Rovai
tt0379174,Hugo Carvana
tt2318494,Marcos Jorge
tt0384590,André Ristum
tt1782406,Rita Buzzar
tt27367787,José Eduardo Belmonte
tt0381868,Leila Hipólito
tt0395560,Silvio Tendler
tt3668956,Marcelo Spomberg
tt0354609,Ana Carolina
tt0356490,Luiz Villaça
tt0380535,Eliana Fonseca
tt0377747,Ricardo Elias
tt0356220,Evaldo Mocarzel
tt0196811,Jayme Monjardim
tt0318590,Walter Carvalho
tt0318590,Sandra Werneck
tt0399412,Heitor Dhalia
tt0376873,Jorge Fernando
tt0383001,Mauro Lima
tt0420066,Anibal Massaini Neto
tt0395978,Roberto Moreira
tt0395994,Daniel Filho
tt0419684,Alexandre Boury
tt0419684,Reynaldo Boury
tt0416979,Jorge Furtado
tt0398838,Wagner de Assis
tt0398838,Pablo Uranga
tt0427221,Marcos Prado
tt0402417,Marcos Bernstein
tt22071552,Sammy Myller
tt0436784,Vicente Ferraz
tt0445095,Moacyr Góes
tt0328316,Cláudio Torres
tt0422998,José Frazão
tt0422998,Zeca Pires
tt0418602,José Márcio Nicolosi
tt0439459,Leon Cakoff
tt0439459,Daniela Thomas
tt0439459,Wolfgang Becker
tt0439459,Renata de Almeida
tt0439459,Maria de Medeiros
tt0439459,Hanna Elias
tt0439459,Amos Gitai
tt0439459,Mika Kaurismäki
tt0439459,Jim McBride
tt0439459,Tsai Ming-liang
tt0439459,Phillip Noyce
tt0439459,Andrea Vecchiato
tt0439459,Caetano Veloso
tt0439459,Yoshishige Yoshida
tt0456854,Carlos Reichenbach
tt0440712,Eduardo Coutinho
tt0422238,Joel Zito Araújo
tt0421631,Ronaldo Duque
tt0439211,Holly Mosher
tt0440270,Alice de Andrade
tt0425139,Moacyr Góes
tt0406383,Felipe Joffily
tt0399811,Moacyr Góes
tt0395134,Odorico Mendes
tt14396004,Xavier de Oliveira
tt0424374,Lúcia Murat
tt0430059,João Moreira Salles
tt2388080,Denise Gonçalves
tt0455943,Simone Duarte
tt1429463,Amauri Tangará
tt0371977,Marcus Vinicius Cesar
tt6679028,Erika Bauer
tt0423024,Jurandir de Oliveira
tt0439997,Joel Pizzini
tt0444821,Domingos de Oliveira
tt0439460,Sérgio Goldenberg
tt0466783,José Araripe Jr.
tt0427086,José Roberto Torero
tt0440175,Toni Venturi
tt0405677,Cao Guimarães
tt17147652,Marcos Ermirio de Moraes
tt17147652,Walther Neto
tt27307441,Chrystianne Rochat
tt27307441,Éric Rochat
tt12379352,Alessandro Gamo
tt12379352,Luis Alberto Rocha Melo
tt0360793,Izabel Jaguaribe
tt0456899,Sergio Machado
tt0492967,Edgard Navarro
tt0492950,José Eduardo Belmonte
tt0439547,Breno Silveira
tt0478525,Beto Brant
tt0373747,Andrucha Waddington
tt0373760,Marcelo Gomes
tt0429743,Bruno Barreto
tt0810096,Luís Alberto Pereira
tt0496595,Moacyr Góes
tt0496595,Clewerson Saremba
tt0456117,Maurício Farias
tt1058533,Tocha Alves
tt1058533,Hank Levine
tt1058533,Marcelo Machado
tt0457076,João Falcão
tt1319731,João Jardim
tt0493175,Miguel Faria Jr.
tt0458074,Sergio Bianchi
tt0389377,Rogério Sganzerla
tt0456321,Mika Kaurismäki
tt0431615,Lírio Ferreira
tt0452744,Ivan Cardoso
tt0442751,Paulo Betti
tt0442751,Clovis Bueno
tt12761760,Bruno Barreto
tt0856775,Bruno Vianna
tt0466786,Sylvestre Campe
tt0466786,Monica Schmiedt
tt0457052,Rosane Svartman
tt0325444,Tizuka Yamasaki
tt0436781,Sergio Sanz
tt0480667,Eliana Fonseca
tt0426097,Ruy Guerra
tt0487567,Alonso Gonçalves
tt9383042,José Márcio Nicolosi
tt0473561,Elza Cataldo
tt13417174,Jorge Bodanzky
tt0431169,Roberto Gervitz
tt4345580,Rodrigo Grota
tt0480670,Liliana Sulzbach
tt0442753,Beto Souza
tt0473562,Eduardo Escorel
tt0473562,José Joffily
tt0833620,Renato Barbieri
tt0492992,Gustavo Acioli
tt0478765,Paulo Thiago
tt0469751,Roberto Bomtempo
tt0487711,Cristiana Grumbach
tt0473475,Mara Mourão
tt0459228,Betse De Paula
tt0473478,Henri Gervaiseau
tt0486316,Kika Nicolela
tt0486316,Graciela Rodriguez
tt0477164,Paulo Nascimento
tt13598104,Gabriela Figueiredo
tt13598104,Gabriela Gastal
tt13598104,Dora Jobim
tt0945547,João Dornelas
tt0945547,Caito Ortiz
tt0847154,Rudi Lagemann
tt0841175,Karim Aïnouz
tt0857355,Cao Hamburger
tt0489458,Heitor Dhalia
tt0982849,Cláudio Assis
tt0448927,Daniel Filho
tt0481129,Carlos Diegues
tt0481254,Sergio Rezende
tt0478978,Helvecio Ratton
tt1002459,Jorge Durán
tt0492869,Tata Amaral
tt0936504,Jorge Fernando
tt11005634,Elso Alves
tt0337564,José Emílio Rondeau
tt0438916,Carla Camurati
tt0808266,João Falcão
tt0473679,Marcelo Santiago
tt0922605,Andrea Tonacci
tt0485366,Nelson Pereira dos Santos
tt0497900,Paulo Aragão
tt0497900,Marcus Figueiredo
tt0846109,Moacyr Góes
tt0339382,Diego de la Texera
tt0877323,Ricardo Elias
tt0489772,Daniel Filho
tt1169137,Marcus Figueiredo
tt0356201,Otto Guerra
tt0488893,Flávio Ramos Tambellini
tt1078281,Cristiano Burlan
tt3648008,Silvio Tendler
tt5274254,Beto Souza
tt5274254,Paulo Trejes
tt11282136,Mariana Caltabiano
tt21161824,Renato Tapajós
tt0800950,Jorge Moreno
tt3026660,Petter Baiestorf
tt0854161,José Lavigne
tt0828568,Sandra Werneck
tt0828568,Gisela Camara
tt0796979,Eduardo Coutinho
tt0765431,Kiko Goifman
tt14519822,Dainara Toffoli
